2025-03-27 08:06:46.940 | WARNING  | __main__:__init__:28 - AIチップが見つかりません
2025-03-27 10:13:56.638 | INFO     | evolve_chip:set_evolution_direction:76 - 進化の方向性を更新: {"style": "formal", "tone": "friendly", "focus": "engagement", "length": "short", "target_audience": "business"}
2025-03-27 10:13:56.638 | INFO     | __main__:evolve_blog:212 - ブログの進化を開始
2025-03-27 10:13:56.639 | INFO     | evolve_chip:_evolve_process:122 - Gemini APIにリクエストを送信
2025-03-27 10:14:05.866 | INFO     | evolve_chip:_evolve_process:124 - Gemini APIからレスポンスを受信
2025-03-27 10:14:05.868 | INFO     | evolve_chip:_update_content:184 - ブログ内容を更新しました
2025-03-27 10:14:16.081 | INFO     | blog_storage:save_blog:24 - ブログを保存: test_blog
2025-03-27 10:14:16.083 | INFO     | __main__:save_blog:184 - ブログを保存: test_blog
2025-03-27 10:14:30.369 | INFO     | blog_storage:list_blogs:47 - ブログ一覧を取得: ['test_blog']
2025-03-27 10:14:30.370 | INFO     | blog_storage:save_blog:24 - ブログを保存: climb
2025-03-27 10:14:30.371 | INFO     | blog_storage:list_blogs:47 - ブログ一覧を取得: ['climb', 'test_blog']
2025-03-27 10:14:30.379 | INFO     | blog_storage:load_blog:35 - ブログを読み込み: climb
2025-03-27 10:14:30.379 | INFO     | __main__:load_blog:169 - ブログを読み込み: climb
2025-03-27 10:14:30.380 | INFO     | __main__:load_blogs:154 - ブログ一覧を読み込み: ['climb', 'test_blog']
2025-03-27 10:14:30.381 | INFO     | blog_storage:load_blog:35 - ブログを読み込み: climb
2025-03-27 10:14:30.381 | INFO     | __main__:load_blog:169 - ブログを読み込み: climb
2025-03-27 10:14:30.405 | INFO     | __main__:create:244 - 新規ブログを作成: climb
2025-03-27 10:15:01.781 | INFO     | blog_storage:save_blog:24 - ブログを保存: climb
2025-03-27 10:15:01.781 | INFO     | __main__:save_blog:184 - ブログを保存: climb
2025-03-27 10:15:04.296 | INFO     | evolve_chip:set_evolution_direction:76 - 進化の方向性を更新: {"style": "formal", "tone": "friendly", "focus": "engagement", "length": "short", "target_audience": "business"}
2025-03-27 10:15:04.296 | INFO     | __main__:evolve_blog:212 - ブログの進化を開始
2025-03-27 10:15:04.297 | INFO     | evolve_chip:_evolve_process:122 - Gemini APIにリクエストを送信
2025-03-27 10:15:11.782 | INFO     | evolve_chip:_evolve_process:124 - Gemini APIからレスポンスを受信
2025-03-27 10:15:11.783 | INFO     | evolve_chip:_update_content:184 - ブログ内容を更新しました
2025-03-27 10:15:43.843 | INFO     | evolve_chip:set_evolution_direction:76 - 進化の方向性を更新: {"style": "formal", "tone": "friendly", "focus": "engagement", "length": "long", "target_audience": "technical"}
2025-03-27 10:15:43.843 | INFO     | __main__:evolve_blog:212 - ブログの進化を開始
2025-03-27 10:15:43.844 | INFO     | evolve_chip:_evolve_process:122 - Gemini APIにリクエストを送信
2025-03-27 10:15:59.832 | INFO     | evolve_chip:_evolve_process:124 - Gemini APIからレスポンスを受信
2025-03-27 10:15:59.834 | INFO     | evolve_chip:_update_content:184 - ブログ内容を更新しました
2025-03-27 10:18:52.898 | INFO     | evolve_chip:cleanup:287 - AIチップのクリーンアップが完了
2025-03-27 10:18:57.155 | INFO     | blog_storage:__init__:10 - ブログストレージを初期化しました
2025-03-27 10:18:57.437 | INFO     | evolve_chip:__init__:45 - 利用可能なモデル: ['models/chat-bison-001', 'models/text-bison-001', 'models/embedding-gecko-001', 'models/gemini-1.0-pro-vision-latest', 'models/gemini-pro-vision', 'models/gemini-1.5-pro-latest', 'models/gemini-1.5-pro-001', 'models/gemini-1.5-pro-002', 'models/gemini-1.5-pro', 'models/gemini-1.5-flash-latest', 'models/gemini-1.5-flash-001', 'models/gemini-1.5-flash-001-tuning', 'models/gemini-1.5-flash', 'models/gemini-1.5-flash-002', 'models/gemini-1.5-flash-8b', 'models/gemini-1.5-flash-8b-001', 'models/gemini-1.5-flash-8b-latest', 'models/gemini-1.5-flash-8b-exp-0827', 'models/gemini-1.5-flash-8b-exp-0924', 'models/gemini-2.5-pro-exp-03-25', 'models/gemini-2.0-flash-exp', 'models/gemini-2.0-flash', 'models/gemini-2.0-flash-001', 'models/gemini-2.0-flash-exp-image-generation', 'models/gemini-2.0-flash-lite-001', 'models/gemini-2.0-flash-lite', 'models/gemini-2.0-flash-lite-preview-02-05', 'models/gemini-2.0-flash-lite-preview', 'models/gemini-2.0-pro-exp', 'models/gemini-2.0-pro-exp-02-05', 'models/gemini-exp-1206', 'models/gemini-2.0-flash-thinking-exp-01-21', 'models/gemini-2.0-flash-thinking-exp', 'models/gemini-2.0-flash-thinking-exp-1219', 'models/learnlm-1.5-pro-experimental', 'models/gemma-3-27b-it', 'models/embedding-001', 'models/text-embedding-004', 'models/gemini-embedding-exp-03-07', 'models/gemini-embedding-exp', 'models/aqa', 'models/imagen-3.0-generate-002']
2025-03-27 10:18:57.438 | INFO     | evolve_chip:__init__:67 - Gemini APIの初期化に成功: models/gemini-1.5-pro-002
2025-03-27 10:18:57.438 | INFO     | evolve_chip:__init__:72 - AIチップを初期化しました
2025-03-27 10:18:57.477 | INFO     | blog_storage:list_blogs:47 - ブログ一覧を取得: ['climb', 'test_blog']
2025-03-27 10:18:57.478 | INFO     | blog_storage:load_blog:35 - ブログを読み込み: climb
2025-03-27 10:18:57.482 | INFO     | __main__:load_blog:132 - ブログを読み込み: climb
2025-03-27 10:18:57.484 | INFO     | __main__:load_blogs:117 - ブログ一覧を読み込み: ['climb', 'test_blog']
2025-03-27 10:19:17.774 | INFO     | blog_storage:save_blog:24 - ブログを保存: climb
2025-03-27 10:19:17.774 | INFO     | __main__:save_blog:147 - ブログを保存: climb
2025-03-27 10:19:30.042 | INFO     | evolve_chip:set_evolution_direction:77 - 進化の方向性を更新: {"style": "formal", "tone": "professional", "focus": "content", "length": "medium", "target_audience": "general", "comment": "まずはたたき台書いて"}
2025-03-27 10:19:30.042 | INFO     | __main__:evolve_blog:177 - ブログの進化を開始: まずはたたき台書いて
2025-03-27 10:19:30.045 | INFO     | evolve_chip:_evolve_process:123 - Gemini APIにリクエストを送信
2025-03-27 10:19:44.600 | INFO     | evolve_chip:_evolve_process:125 - Gemini APIからレスポンスを受信
2025-03-27 10:19:44.602 | INFO     | evolve_chip:_update_content:159 - ブログ内容を更新しました
2025-03-27 10:20:46.238 | INFO     | evolve_chip:set_evolution_direction:77 - 進化の方向性を更新: {"style": "formal", "tone": "professional", "focus": "content", "length": "medium", "target_audience": "general", "comment": "ホンダ　フリード　先々週にバックして電柱に激突した"}
2025-03-27 10:20:46.240 | INFO     | __main__:evolve_blog:177 - ブログの進化を開始: ホンダ　フリード　先々週にバックして電柱に激突した
2025-03-27 10:20:46.240 | INFO     | evolve_chip:_evolve_process:123 - Gemini APIにリクエストを送信
2025-03-27 10:20:59.027 | INFO     | evolve_chip:_evolve_process:125 - Gemini APIからレスポンスを受信
2025-03-27 10:20:59.030 | INFO     | evolve_chip:_update_content:159 - ブログ内容を更新しました
2025-03-27 10:21:38.293 | INFO     | evolve_chip:set_evolution_direction:77 - 進化の方向性を更新: {"style": "formal", "tone": "professional", "focus": "content", "length": "medium", "target_audience": "general", "comment": "嫁さんが二重事故を起こす"}
2025-03-27 10:21:38.293 | INFO     | __main__:evolve_blog:177 - ブログの進化を開始: 嫁さんが二重事故を起こす
2025-03-27 10:21:38.294 | INFO     | evolve_chip:_evolve_process:123 - Gemini APIにリクエストを送信
2025-03-27 10:21:50.177 | INFO     | evolve_chip:_evolve_process:125 - Gemini APIからレスポンスを受信
2025-03-27 10:21:50.178 | INFO     | evolve_chip:_update_content:159 - ブログ内容を更新しました
2025-03-27 10:22:21.188 | INFO     | evolve_chip:set_evolution_direction:77 - 進化の方向性を更新: {"style": "formal", "tone": "professional", "focus": "content", "length": "medium", "target_audience": "general", "comment": "二倍にして"}
2025-03-27 10:22:21.189 | INFO     | __main__:evolve_blog:177 - ブログの進化を開始: 二倍にして
2025-03-27 10:22:21.192 | INFO     | evolve_chip:_evolve_process:123 - Gemini APIにリクエストを送信
2025-03-27 10:22:40.095 | INFO     | evolve_chip:_evolve_process:125 - Gemini APIからレスポンスを受信
2025-03-27 10:22:40.097 | INFO     | evolve_chip:_update_content:159 - ブログ内容を更新しました
2025-03-27 10:23:08.771 | INFO     | evolve_chip:set_evolution_direction:77 - 進化の方向性を更新: {"style": "formal", "tone": "professional", "focus": "content", "length": "medium", "target_audience": "general", "comment": "黄砂の話題は別にして"}
2025-03-27 10:23:08.771 | INFO     | __main__:evolve_blog:177 - ブログの進化を開始: 黄砂の話題は別にして
2025-03-27 10:23:08.773 | INFO     | evolve_chip:_evolve_process:123 - Gemini APIにリクエストを送信
2025-03-27 10:23:19.696 | INFO     | evolve_chip:_evolve_process:125 - Gemini APIからレスポンスを受信
2025-03-27 10:23:19.698 | INFO     | evolve_chip:_update_content:159 - ブログ内容を更新しました
2025-03-27 10:25:00.977 | INFO     | evolve_chip:cleanup:262 - AIチップのクリーンアップが完了
2025-03-27 10:25:06.748 | INFO     | blog_storage:__init__:10 - ブログストレージを初期化しました
2025-03-27 10:25:07.012 | INFO     | evolve_chip:__init__:40 - 利用可能なモデル: ['models/chat-bison-001', 'models/text-bison-001', 'models/embedding-gecko-001', 'models/gemini-1.0-pro-vision-latest', 'models/gemini-pro-vision', 'models/gemini-1.5-pro-latest', 'models/gemini-1.5-pro-001', 'models/gemini-1.5-pro-002', 'models/gemini-1.5-pro', 'models/gemini-1.5-flash-latest', 'models/gemini-1.5-flash-001', 'models/gemini-1.5-flash-001-tuning', 'models/gemini-1.5-flash', 'models/gemini-1.5-flash-002', 'models/gemini-1.5-flash-8b', 'models/gemini-1.5-flash-8b-001', 'models/gemini-1.5-flash-8b-latest', 'models/gemini-1.5-flash-8b-exp-0827', 'models/gemini-1.5-flash-8b-exp-0924', 'models/gemini-2.5-pro-exp-03-25', 'models/gemini-2.0-flash-exp', 'models/gemini-2.0-flash', 'models/gemini-2.0-flash-001', 'models/gemini-2.0-flash-exp-image-generation', 'models/gemini-2.0-flash-lite-001', 'models/gemini-2.0-flash-lite', 'models/gemini-2.0-flash-lite-preview-02-05', 'models/gemini-2.0-flash-lite-preview', 'models/gemini-2.0-pro-exp', 'models/gemini-2.0-pro-exp-02-05', 'models/gemini-exp-1206', 'models/gemini-2.0-flash-thinking-exp-01-21', 'models/gemini-2.0-flash-thinking-exp', 'models/gemini-2.0-flash-thinking-exp-1219', 'models/learnlm-1.5-pro-experimental', 'models/gemma-3-27b-it', 'models/embedding-001', 'models/text-embedding-004', 'models/gemini-embedding-exp-03-07', 'models/gemini-embedding-exp', 'models/aqa', 'models/imagen-3.0-generate-002']
2025-03-27 10:25:07.012 | INFO     | evolve_chip:__init__:62 - Gemini APIの初期化に成功: models/gemini-1.5-pro-002
2025-03-27 10:25:07.013 | INFO     | evolve_chip:__init__:67 - AIチップを初期化しました
2025-03-27 10:25:07.039 | INFO     | blog_storage:list_blogs:47 - ブログ一覧を取得: ['climb', 'test_blog']
2025-03-27 10:25:07.039 | INFO     | blog_storage:load_blog:35 - ブログを読み込み: climb
2025-03-27 10:25:07.045 | INFO     | __main__:load_blog:132 - ブログを読み込み: climb
2025-03-27 10:25:07.045 | INFO     | __main__:load_blogs:117 - ブログ一覧を読み込み: ['climb', 'test_blog']
2025-03-27 10:25:31.801 | INFO     | evolve_chip:set_evolution_direction:72 - 進化の方向性を更新: {"comment": "山にも行きたい"}
2025-03-27 10:25:31.801 | INFO     | __main__:evolve_blog:177 - ブログの進化を開始: 山にも行きたい
2025-03-27 10:25:31.802 | INFO     | evolve_chip:_evolve_process:118 - Gemini APIにリクエストを送信
2025-03-27 10:25:39.365 | INFO     | evolve_chip:_evolve_process:120 - Gemini APIからレスポンスを受信
2025-03-27 10:25:39.365 | INFO     | evolve_chip:_update_content:154 - ブログ内容を更新しました
2025-03-27 10:26:16.940 | INFO     | evolve_chip:set_evolution_direction:72 - 進化の方向性を更新: {"comment": "今回の修理は　電柱に激突したテールランプと　スノータイヤ交換"}
2025-03-27 10:26:16.940 | INFO     | __main__:evolve_blog:177 - ブログの進化を開始: 今回の修理は　電柱に激突したテールランプと　スノータイヤ交換
2025-03-27 10:26:16.942 | INFO     | evolve_chip:_evolve_process:118 - Gemini APIにリクエストを送信
2025-03-27 10:26:25.769 | INFO     | evolve_chip:_evolve_process:120 - Gemini APIからレスポンスを受信
2025-03-27 10:26:25.770 | INFO     | evolve_chip:_update_content:154 - ブログ内容を更新しました
2025-03-27 10:27:55.824 | INFO     | evolve_chip:set_evolution_direction:72 - 進化の方向性を更新: {"comment": "比叡山はきらい、今週は休み　来週は横浜で登山"}
2025-03-27 10:27:55.824 | INFO     | __main__:evolve_blog:177 - ブログの進化を開始: 比叡山はきらい、今週は休み　来週は横浜で登山
2025-03-27 10:27:55.825 | INFO     | evolve_chip:_evolve_process:118 - Gemini APIにリクエストを送信
2025-03-27 10:28:04.633 | INFO     | evolve_chip:_evolve_process:120 - Gemini APIからレスポンスを受信
2025-03-27 10:28:04.634 | INFO     | evolve_chip:_update_content:154 - ブログ内容を更新しました
2025-03-27 10:28:24.537 | INFO     | evolve_chip:cleanup:257 - AIチップのクリーンアップが完了
